CustomerID,Gender,Age,LoyaltyPoints,FeedbackScore
15048,Non-Binary,53,343,5
15049,Non-Binary,52,507,3
15050,Female,46,160,4
15051,Male,18,205,4
15052,Male,38,376,5
15053,Female,18,919,3
15054,Male,61,611,4
15055,Non-Binary,25,439,2
15056,Male,31,201,5
15057,Male,46,187,5
15058,Male,50,5,4
15059,Non-Binary,48,119,3
15060,Male,42,484,1
15061,Non-Binary,65,223,5
15062,Non-Binary,29,989,2
15063,Male,26,438,2
15064,Male,39,1,2
15065,Male,51,70,2
15066,Female,19,529,3
15067,Male,22,48,5
15068,Male,25,703,3
15069,Female,18,115,5
15070,Male,58,699,3
15071,Non-Binary,18,617,2
15072,Female,20,140,2
15073,Male,40,663,5
15074,Male,62,456,4
15075,Non-Binary,29,318,4
15076,Male,64,443,3
15077,Male,32,636,2
15078,Non-Binary,42,752,4
15079,Male,23,206,4
15080,Non-Binary,36,870,2
15081,Male,43,479,1
15082,Female,43,845,1
15083,Female,69,545,2
15084,Non-Binary,44,768,3
15085,Female,40,867,3
15086,Non-Binary,69,931,5
15087,Female,58,260,5
15088,Non-Binary,53,50,2
15089,Non-Binary,63,0,3
15090,Male,61,703,3
15091,Male,34,994,1
15092,Male,37,159,5
15093,Non-Binary,38,295,5
15094,Male,42,769,2
15095,Female,34,239,4
15096,Non-Binary,24,242,2
15097,Non-Binary,24,301,4
15098,Female,55,244,3
15099,Male,50,709,5
15100,Non-Binary,41,305,1
15101,Female,56,869,1
15102,Female,20,998,3
15103,Non-Binary,51,617,5
15104,Female,61,657,5
15105,Female,52,784,2
15106,Female,50,718,3
15107,Female,69,853,1
15108,Female,61,52,4
15109,Female,67,397,5
15110,Non-Binary,39,385,4
15111,Male,39,183,5
15112,Male,70,992,3
15113,Male,46,109,3
15114,Female,58,194,2
15115,Female,48,783,1
15116,Non-Binary,27,956,5
15117,Non-Binary,37,635,3
15118,Female,36,585,4
15119,Male,20,860,2
15120,Female,35,941,4
15121,Male,66,610,5
15122,Male,24,233,3
15123,Non-Binary,66,189,2
15124,Female,28,41,3
15125,Female,35,632,3
15126,Male,41,172,3
15127,Female,27,111,2
15128,Male,22,791,2
15129,Non-Binary,44,7,2
15130,Male,40,585,1
15131,Female,22,124,1
15132,Female,60,142,5
15133,Non-Binary,19,914,4
15134,Female,34,13,2
15135,Female,54,755,1
15136,Male,39,242,1
15137,Non-Binary,18,867,2
15138,Male,51,952,3
15139,Female,20,967,5
15140,Female,32,910,3
15141,Non-Binary,50,752,5
15142,Male,54,211,5
15143,Non-Binary,40,340,1
15144,Male,48,284,1
15145,Non-Binary,42,820,5
15146,Male,54,123,4
15147,Male,61,238,4
15148,Non-Binary,35,493,3
15149,Female,67,299,5
15150,Male,51,823,3
15151,Male,33,928,3
15152,Non-Binary,62,842,5
15153,Female,24,839,5
15154,Male,28,576,4
15155,Non-Binary,66,424,2
15156,Non-Binary,49,940,2
15157,Female,51,63,4
15158,Non-Binary,41,423,5
15159,Non-Binary,53,69,1
15160,Male,60,259,4
15161,Non-Binary,56,343,2
15162,Male,41,753,3
15163,Non-Binary,69,822,3
15164,Male,52,318,3
15165,Male,18,133,4
15166,Female,54,599,2
15167,Non-Binary,19,125,2
15168,Female,68,899,2
15169,Male,46,428,2
15170,Male,69,9,1
15171,Female,66,213,2
15172,Non-Binary,39,970,1
15173,Male,31,340,2
15174,Non-Binary,27,828,4
15175,Female,34,985,3
15176,Male,60,584,3
15177,Female,33,939,2
15178,Female,43,163,2
15179,Female,29,147,1
15180,Non-Binary,20,520,2
15181,Female,23,373,2
15182,Male,44,782,2
15183,Non-Binary,41,65,1
15184,Non-Binary,42,437,3
15185,Female,45,61,1
15186,Male,53,370,5
15187,Male,65,368,3
15188,Male,64,826,2
15189,Male,59,18,3
15190,Female,56,214,2
15191,Female,25,819,3
15192,Non-Binary,40,380,3
15193,Male,50,357,3
15194,Male,60,796,1
15195,Female,38,671,3
15196,Male,22,782,4
15197,Male,52,664,2
15198,Female,52,883,5
15199,Female,49,247,5
15200,Non-Binary,62,976,3
15201,Male,43,798,4
15202,Female,57,552,4
15203,Female,53,238,2
15204,Female,68,815,3
15205,Male,48,448,2
15206,Non-Binary,28,325,2
15207,Male,49,323,1
15208,Female,55,363,1
15209,Female,41,753,1
15210,Female,61,900,5
15211,Non-Binary,59,89,3
15212,Non-Binary,64,851,1
15213,Non-Binary,22,997,1
15214,Male,23,359,3
15215,Non-Binary,67,643,5
15216,Female,48,217,2
15217,Non-Binary,18,390,1
15218,Female,37,250,1
15219,Female,55,391,5
15220,Non-Binary,43,245,2
15221,Male,40,927,1
15222,Female,43,894,2
15223,Female,67,784,2
15224,Male,20,195,2
15225,Non-Binary,20,154,1
15226,Non-Binary,66,881,1
15227,Male,62,731,4
15228,Male,29,945,4
15229,Female,66,371,1
15230,Female,25,210,4
15231,Female,69,797,3
15232,Female,49,150,5
15233,Male,54,115,2
15234,Non-Binary,40,735,3
15235,Female,45,892,3
15236,Male,66,196,1
15237,Male,30,98,4
15238,Male,20,164,4
15239,Male,20,495,2
15240,Male,23,385,2
15241,Female,53,652,1
15242,Non-Binary,68,734,2
15243,Male,26,614,3
15244,Non-Binary,31,118,4
15245,Male,67,304,4
15246,Non-Binary,33,910,5
15247,Non-Binary,56,436,1
15248,Male,43,961,1
15249,Male,25,369,5
15250,Non-Binary,21,224,3
15251,Female,44,767,4
15252,Non-Binary,28,60,5
15253,Non-Binary,24,740,2
15254,Female,63,875,1
15255,Male,28,130,2
15256,Male,56,796,2
15257,Female,21,296,2
15258,Female,38,27,2
15259,Female,30,71,5
15260,Non-Binary,52,69,2
15261,Male,54,286,5
15262,Male,22,504,2
15263,Male,55,471,4
15264,Non-Binary,19,642,5
15265,Male,39,768,5
15266,Non-Binary,50,243,3
15267,Non-Binary,32,589,3
15268,Non-Binary,25,179,2
15269,Male,68,799,3
15270,Male,65,972,1
15271,Non-Binary,68,407,2
15272,Female,30,676,5
15273,Female,35,155,4
15274,Non-Binary,50,61,3
15275,Non-Binary,26,814,2
15276,Male,21,698,3
15277,Female,55,372,5
15278,Male,37,929,4
15279,Non-Binary,47,648,2
15280,Non-Binary,18,127,3
15281,Non-Binary,70,724,3
15282,Male,60,250,5
15283,Male,67,749,3
15284,Male,56,928,1
15285,Female,38,603,2
15286,Male,33,838,3
15287,Female,53,940,3
15288,Non-Binary,32,133,2
15289,Female,24,961,4
15290,Female,60,390,1
15291,Female,30,605,1
15292,Male,19,833,3
15293,Female,40,282,4
15294,Non-Binary,38,640,2
15295,Male,48,788,5
15296,Female,63,680,1
15297,Female,37,429,3
15298,Non-Binary,47,997,3
15299,Male,68,329,1
15300,Female,39,532,2
15301,Female,40,556,5
15302,Female,19,788,2
15303,Male,63,543,1
15304,Female,22,794,2
15305,Male,51,135,4
15306,Non-Binary,63,54,2
15307,Non-Binary,28,124,4
15308,Male,35,123,5
15309,Male,64,313,3
15310,Male,38,447,5
15311,Non-Binary,41,370,1
15312,Female,58,539,5
15313,Male,57,994,4
15314,Female,28,750,5
15315,Non-Binary,52,173,2
15316,Female,64,724,3
15317,Female,64,364,5
15318,Non-Binary,59,585,2
15319,Non-Binary,65,205,3
15320,Male,29,437,4
15321,Non-Binary,68,115,4
15322,Female,46,45,5
15323,Male,44,756,3
15324,Male,55,133,4
15325,Female,37,693,5
15326,Male,30,239,3
15327,Female,48,87,5
15328,Male,30,623,2
15329,Male,52,348,3
15330,Non-Binary,68,20,2
15331,Male,26,216,1
15332,Male,29,211,5
15333,Non-Binary,46,470,5
15334,Female,55,307,2
15335,Non-Binary,67,852,1
15336,Male,26,129,5
15337,Male,58,776,3
15338,Non-Binary,53,763,2
15339,Non-Binary,27,567,4
15340,Female,35,836,1
15341,Non-Binary,30,64,1
15342,Non-Binary,35,666,5
15343,Male,26,318,5
15344,Female,41,940,1
15345,Non-Binary,35,253,1
15346,Male,65,701,2
15347,Non-Binary,30,931,4
15348,Non-Binary,66,999,5
15349,Non-Binary,70,703,2
15350,Non-Binary,24,669,2
15351,Male,24,815,1
15352,Female,34,889,3
15353,Male,54,275,5
15354,Male,26,835,4
15355,Non-Binary,36,456,1
15356,Female,63,900,2
15357,Male,65,895,3
15358,Male,54,750,3
15359,Non-Binary,70,617,4
15360,Female,39,804,3
15361,Non-Binary,20,733,4
15362,Male,47,220,1
15363,Female,66,176,5
15364,Non-Binary,19,199,2
15365,Non-Binary,46,792,2
15366,Male,26,109,5
15367,Female,26,786,5
15368,Non-Binary,67,775,4
15369,Female,59,174,4
15370,Male,62,725,4
15371,Non-Binary,64,371,4
15372,Female,21,947,3
15373,Non-Binary,29,314,5
15374,Male,58,682,3
15375,Female,65,953,1
15376,Female,21,738,5
15377,Non-Binary,67,425,1
15378,Male,33,923,4
15379,Male,61,414,4
15380,Male,50,169,2
15381,Female,54,726,1
15382,Male,33,639,5
15383,Non-Binary,39,339,5
15384,Non-Binary,41,56,5
15385,Non-Binary,22,291,2
15386,Female,24,570,2
15387,Female,27,454,3
15388,Female,18,741,1
15389,Non-Binary,43,802,2
15390,Non-Binary,37,524,5
15391,Male,40,801,5
15392,Non-Binary,31,602,5
15393,Non-Binary,21,344,1
15394,Female,20,133,3
15395,Female,19,290,2
15396,Female,63,697,3
15397,Female,44,546,3
15398,Male,47,952,4
15399,Male,24,130,5
15400,Non-Binary,32,65,5
15401,Non-Binary,36,703,3
15402,Non-Binary,37,350,1
15403,Non-Binary,18,405,5
15404,Female,70,109,1
15405,Female,67,354,5
15406,Female,20,614,3
15407,Male,37,716,1
15408,Female,54,139,3
15409,Male,57,404,3
15410,Female,31,732,3
15411,Female,62,152,1
15412,Female,60,853,5
15413,Female,18,761,1
15414,Non-Binary,47,324,3
15415,Male,62,796,4
15416,Non-Binary,48,5,1
15417,Female,41,598,2
15418,Male,24,577,1
15419,Male,44,385,2
15420,Female,28,197,1
15421,Female,57,137,1
15422,Male,20,40,4
15423,Non-Binary,25,96,3
15424,Male,69,133,1
15425,Female,20,94,2
15426,Female,29,872,4
15427,Male,47,132,4
15428,Non-Binary,48,450,4
15429,Non-Binary,30,53,2
15430,Female,22,644,3
15431,Female,50,170,1
15432,Non-Binary,49,484,1
15433,Non-Binary,64,674,3
15434,Female,68,294,5
15435,Male,38,887,2
15436,Female,36,845,5
15437,Non-Binary,18,929,3
15438,Male,19,445,5
15439,Non-Binary,25,739,1
15440,Male,38,863,1
15441,Male,52,881,3
15442,Female,34,253,3
15443,Female,40,437,1
15444,Non-Binary,51,763,4
15445,Female,59,425,5
15446,Male,18,648,5
15447,Male,68,482,5
15448,Male,62,396,4
15449,Non-Binary,25,199,5
15450,Male,68,620,2
15451,Non-Binary,54,916,3
15452,Male,31,830,1
15453,Male,34,829,2
15454,Male,61,300,4
15455,Female,63,745,1
15456,Non-Binary,70,16,4
15457,Female,18,383,2
15458,Female,53,690,3
15459,Female,65,347,5
15460,Female,65,646,5
15461,Female,34,753,3
15462,Male,30,602,2
15463,Male,39,655,4
15464,Male,54,647,1
15465,Female,55,201,4
15466,Female,59,416,4
15467,Female,23,72,3
15468,Female,46,998,1
15469,Male,49,945,5
15470,Non-Binary,27,196,2
15471,Male,58,536,4
15472,Male,62,338,3
15473,Non-Binary,22,476,5
15474,Non-Binary,68,20,1
15475,Non-Binary,33,188,5
15476,Non-Binary,25,410,1
15477,Non-Binary,36,819,3
15478,Male,38,488,2
15479,Non-Binary,56,667,4
15480,Male,57,47,1
15481,Non-Binary,37,250,2
15482,Non-Binary,27,166,5
15483,Female,31,133,1
15484,Non-Binary,38,741,5
15485,Female,47,722,5
15486,Non-Binary,55,342,2
15487,Non-Binary,48,862,3
15488,Non-Binary,61,457,5
15489,Male,43,874,3
15490,Non-Binary,43,898,4
15491,Female,67,998,5
15492,Female,70,216,2
15493,Female,53,961,5
15494,Female,36,354,2
15495,Non-Binary,51,816,4
15496,Male,27,158,5
15497,Non-Binary,25,323,3
15498,Non-Binary,25,256,2
15499,Female,55,215,1
15500,Male,50,415,4
15501,Non-Binary,18,487,5
15502,Female,34,239,2
15503,Female,54,699,2
15504,Non-Binary,26,776,1
15505,Female,35,540,3
15506,Non-Binary,23,660,5
15507,Non-Binary,53,212,1
15508,Female,28,908,4
15509,Male,63,834,4
15510,Male,63,532,1
15511,Female,28,944,4
15512,Female,34,387,1
15513,Female,63,209,1
15514,Non-Binary,70,615,5
15515,Female,50,709,3
15516,Non-Binary,44,350,2
15517,Female,19,502,2
15518,Non-Binary,18,43,4
15519,Female,55,18,5
15520,Male,32,342,5
15521,Male,24,830,5
15522,Female,46,537,4
15523,Male,40,29,3
15524,Female,48,632,5
15525,Male,33,839,3
15526,Non-Binary,36,483,2
15527,Male,36,66,4
15528,Male,20,661,4
15529,Female,23,485,5
15530,Non-Binary,31,714,5
15531,Female,63,998,2
15532,Male,57,102,5
15533,Non-Binary,41,727,4
15534,Female,68,70,4
15535,Non-Binary,25,418,5
15536,Non-Binary,35,59,5
15537,Male,54,173,1
15538,Female,49,269,5
15539,Male,31,298,2
15540,Female,59,674,4
15541,Female,69,805,4
15542,Male,22,377,4
15543,Male,48,490,3
15544,Non-Binary,70,729,5
15545,Female,29,276,4
15546,Non-Binary,47,965,3
15547,Male,62,318,4
15548,Male,56,630,2
15549,Female,53,374,4
15550,Non-Binary,66,693,1
15551,Non-Binary,46,205,4
15552,Female,23,207,2
15553,Non-Binary,23,493,2
15554,Male,30,508,3
15555,Female,49,130,1
15556,Female,19,63,2
15557,Male,59,587,2
15558,Male,55,132,3
15559,Non-Binary,19,503,2
15560,Male,41,819,1
15561,Female,61,77,2
15562,Non-Binary,46,360,3
15563,Male,22,902,2
15564,Male,34,810,3
15565,Non-Binary,26,288,2
15566,Male,41,622,3
15567,Non-Binary,52,857,4
15568,Non-Binary,45,864,1
15569,Female,60,861,5
15570,Non-Binary,20,87,1
15571,Non-Binary,54,488,4
15572,Female,69,424,1
15573,Non-Binary,29,567,3
15574,Non-Binary,37,571,4
15575,Male,56,866,2
15576,Female,51,926,4
15577,Non-Binary,54,646,3
15578,Non-Binary,51,250,4
15579,Female,20,530,2
15580,Non-Binary,41,71,5
15581,Male,59,678,3
15582,Non-Binary,65,706,2
15583,Female,67,288,5
15584,Male,28,491,4
15585,Female,69,95,5
15586,Female,31,407,5
15587,Male,39,588,5
15588,Non-Binary,42,104,4
15589,Male,69,996,5
15590,Non-Binary,30,521,3
15591,Male,69,198,1
15592,Male,33,525,3
15593,Female,25,139,1
15594,Non-Binary,19,194,3
15595,Female,56,246,1
15596,Female,69,448,2
15597,Male,62,142,5
15598,Male,30,12,3
15599,Male,25,879,2
15600,Non-Binary,60,809,2
15601,Male,20,50,2
15602,Female,22,214,1
15603,Female,31,239,5
15604,Non-Binary,39,54,1
15605,Male,49,660,3
15606,Male,52,490,5
15607,Female,19,884,5
15608,Female,57,296,3
15609,Male,36,90,2
15610,Non-Binary,52,137,4
15611,Female,59,980,5
15612,Male,36,804,1
15613,Non-Binary,47,76,2
15614,Female,65,965,3
15615,Female,51,448,2
15616,Non-Binary,21,315,5
15617,Male,45,477,4
15618,Female,47,295,3
15619,Non-Binary,68,539,1
15620,Male,39,427,4
15621,Male,65,904,2
15622,Male,31,76,5
15623,Non-Binary,68,271,2
15624,Male,62,246,1
15625,Non-Binary,28,779,4
15626,Female,60,612,4
15627,Non-Binary,48,365,3
15628,Female,26,483,4
15629,Non-Binary,40,611,3
15630,Male,70,868,5
15631,Non-Binary,34,273,5
15632,Female,41,643,4
15633,Male,45,319,4
15634,Female,45,380,2
15635,Non-Binary,47,139,1
15636,Female,66,668,3
15637,Male,65,512,2
15638,Female,56,30,5
15639,Non-Binary,51,197,3
15640,Male,60,867,4
15641,Non-Binary,69,861,2
15642,Female,60,71,4
15643,Female,32,596,3
15644,Non-Binary,51,260,2
15645,Non-Binary,23,630,4
15646,Male,27,904,5
15647,Non-Binary,30,488,2
15648,Male,58,636,2
15649,Non-Binary,65,631,4
15650,Female,69,223,1
15651,Female,25,134,1
15652,Female,59,656,5
15653,Non-Binary,22,295,4
15654,Female,37,720,2
15655,Female,55,890,3
15656,Non-Binary,64,296,5
15657,Non-Binary,59,995,4
15658,Non-Binary,67,525,3
15659,Male,45,893,5
15660,Male,18,104,3
15661,Male,66,157,4
15662,Female,21,472,4
15663,Female,53,860,2
15664,Non-Binary,51,769,1
15665,Female,18,44,2
15666,Non-Binary,38,2,2
15667,Male,60,729,4
15668,Female,36,134,5
15669,Female,44,670,4
15670,Female,20,380,3
15671,Male,21,140,5
15672,Non-Binary,65,542,5
15673,Male,37,284,1
15674,Female,51,60,3
15675,Non-Binary,63,115,2
15676,Male,33,286,2
15677,Female,44,165,4
15678,Female,60,454,4
15679,Female,57,122,5
15680,Non-Binary,52,568,4
15681,Male,18,969,2
15682,Male,47,257,2
15683,Non-Binary,67,600,5
15684,Non-Binary,45,437,2
15685,Non-Binary,61,334,1
15686,Male,18,942,2
15687,Male,43,531,2
15688,Non-Binary,50,154,2
15689,Female,50,27,3
15690,Male,34,727,4
15691,Female,20,582,3
15692,Non-Binary,20,122,2
15693,Male,45,264,4
15694,Male,30,172,1
15695,Female,54,196,5
15696,Female,26,759,1
15697,Non-Binary,63,563,4
15698,Non-Binary,66,701,1
15699,Non-Binary,30,696,5
15700,Male,25,180,5
15701,Non-Binary,25,44,2
15702,Non-Binary,51,192,1
15703,Non-Binary,51,827,5
15704,Non-Binary,39,839,3
15705,Non-Binary,40,511,5
15706,Non-Binary,56,232,2
15707,Male,36,821,4
15708,Male,58,619,4
15709,Non-Binary,68,363,1
15710,Female,32,574,1
15711,Female,42,964,2
15712,Male,26,407,2
15713,Male,52,478,1
15714,Male,47,738,3
15715,Female,64,265,5
15716,Female,18,393,4
15717,Male,41,934,3
15718,Non-Binary,22,879,5
15719,Male,34,341,4
15720,Female,22,99,5
15721,Female,50,869,4
15722,Female,42,335,3
15723,Female,33,709,1
15724,Male,28,791,4
15725,Male,42,76,4
15726,Female,67,733,1
15727,Male,41,61,4
15728,Male,69,49,4
15729,Male,69,257,4
15730,Male,31,498,3
15731,Non-Binary,66,58,3
15732,Female,70,177,5
15733,Non-Binary,66,285,4
15734,Male,59,74,1
15735,Non-Binary,54,641,2
15736,Female,26,896,2
15737,Male,41,353,4
15738,Non-Binary,31,280,1
15739,Non-Binary,42,112,5
15740,Non-Binary,36,937,3
15741,Female,32,25,1
15742,Female,52,80,4
15743,Male,60,809,5
15744,Female,35,739,1
15745,Female,29,776,4
15746,Male,63,811,4
15747,Female,65,77,1
15748,Female,53,943,5
15749,Non-Binary,58,108,2
15750,Non-Binary,70,625,3
15751,Male,52,188,5
15752,Non-Binary,62,795,1
15753,Non-Binary,38,191,1
15754,Male,41,367,3
15755,Female,54,239,4
15756,Female,70,575,5
15757,Male,38,258,2
15758,Non-Binary,22,621,3
15759,Non-Binary,53,643,5
15760,Non-Binary,63,980,1
15761,Female,18,133,2
15762,Female,31,710,1
15763,Non-Binary,59,707,4
15764,Female,59,629,1
15765,Male,27,46,1
15766,Female,48,144,4
15767,Female,62,467,5
15768,Non-Binary,57,754,2
15769,Female,53,601,5
15770,Non-Binary,38,37,3
15771,Female,31,813,3
15772,Female,27,194,4
15773,Male,50,570,5
15774,Female,30,620,4
15775,Male,39,174,5
15776,Non-Binary,23,269,3
15777,Non-Binary,51,452,2
15778,Non-Binary,48,38,2
15779,Non-Binary,40,917,3
15780,Male,67,538,1
15781,Female,28,212,4
15782,Female,35,529,3
15783,Female,29,235,5
15784,Female,68,403,2
15785,Female,36,95,1
15786,Female,51,479,4
15787,Male,61,258,3
15788,Female,38,379,3
15789,Male,59,567,2
15790,Female,32,833,3
15791,Non-Binary,56,473,4
15792,Male,60,770,5
15793,Non-Binary,21,731,3
15794,Female,28,625,3
15795,Male,20,493,1
15796,Non-Binary,30,634,2
15797,Non-Binary,56,638,3
15798,Non-Binary,68,1,4
15799,Female,42,515,2
15800,Non-Binary,26,566,2
15801,Non-Binary,48,839,4
15802,Male,33,61,4
15803,Male,60,183,3
15804,Non-Binary,24,465,2
15805,Non-Binary,28,104,4
15806,Female,61,552,4
15807,Female,27,496,4
15808,Female,19,73,3
15809,Female,20,620,1
15810,Male,18,879,1
15811,Female,20,212,3
15812,Female,65,313,2
15813,Male,70,0,3
15814,Male,56,637,5
15815,Female,66,496,5
15816,Male,35,620,4
15817,Male,64,659,5
15818,Non-Binary,55,667,2
15819,Non-Binary,49,766,3
15820,Female,34,680,1
15821,Male,59,405,2
15822,Male,61,705,3
15823,Female,30,112,3
15824,Female,20,611,5
15825,Non-Binary,42,539,5
15826,Female,53,554,4
15827,Female,35,270,2
15828,Female,56,674,4
15829,Male,37,292,1
15830,Male,30,381,1
15831,Male,30,940,1
15832,Female,50,377,3
15833,Male,23,514,2
15834,Non-Binary,51,591,4
15835,Non-Binary,68,293,1
15836,Female,54,965,3
15837,Male,30,180,4
15838,Female,29,119,4
15839,Female,53,761,1
15840,Non-Binary,63,563,3
15841,Non-Binary,69,340,4
15842,Female,48,278,3
15843,Female,23,660,1
15844,Female,59,456,4
15845,Male,25,786,2
15846,Female,25,507,2
15847,Male,21,336,5
15848,Non-Binary,35,822,5
15849,Female,35,976,1
15850,Non-Binary,29,30,3
15851,Non-Binary,30,44,1
15852,Female,58,628,4
15853,Male,30,58,4
15854,Non-Binary,27,571,2
15855,Male,27,142,5
15856,Male,57,688,2
15857,Non-Binary,39,92,5
15858,Female,64,753,1
15859,Non-Binary,56,818,4
15860,Male,39,746,4
15861,Non-Binary,67,769,2
15862,Non-Binary,69,782,4
15863,Non-Binary,45,154,2
15864,Male,55,1,2
15865,Male,34,346,3
15866,Female,43,830,1
15867,Non-Binary,29,289,4
15868,Non-Binary,52,916,1
15869,Non-Binary,46,174,4
15870,Female,62,787,3
15871,Male,42,15,4
15872,Male,50,798,2
15873,Non-Binary,70,936,3
15874,Male,21,702,2
15875,Female,47,737,1
15876,Male,69,622,5
15877,Non-Binary,52,495,4
15878,Non-Binary,49,18,5
15879,Male,52,273,2
15880,Male,20,601,4
15881,Female,32,901,1
15882,Male,70,935,2
15883,Non-Binary,64,214,2
15884,Non-Binary,57,830,5
15885,Non-Binary,56,462,4
15886,Female,41,340,5
15887,Female,41,399,4
15888,Male,35,526,4
15889,Female,27,358,3
15890,Female,19,869,1
15891,Male,23,216,3
15892,Male,30,76,5
15893,Female,39,613,5
15894,Non-Binary,37,25,4
15895,Male,26,679,1
15896,Female,20,188,1
15897,Non-Binary,70,98,4
15898,Non-Binary,57,88,1
15899,Female,68,722,1
15900,Male,53,391,5
15901,Non-Binary,55,116,2
15902,Female,70,513,1
15903,Female,56,895,1
15904,Female,29,948,4
15905,Female,62,941,5
15906,Female,39,138,5
15907,Male,29,834,4
15908,Non-Binary,59,284,2
15909,Female,32,435,2
15910,Non-Binary,30,382,3
15911,Male,30,727,2
15912,Non-Binary,35,207,2
15913,Male,42,280,1
15914,Male,46,898,1
15915,Male,34,655,3
15916,Non-Binary,69,79,1
15917,Male,70,477,5
15918,Female,42,527,1
15919,Male,47,515,1
15920,Male,25,614,5
15921,Female,51,12,4
15922,Non-Binary,22,112,2
15923,Non-Binary,38,988,1
15924,Non-Binary,38,610,4
15925,Non-Binary,45,746,1
15926,Female,66,761,1
15927,Male,70,541,2
15928,Non-Binary,60,160,2
15929,Male,23,532,4
15930,Male,27,3,4
15931,Female,61,726,1
15932,Non-Binary,27,750,1
15933,Male,37,222,3
15934,Non-Binary,30,566,1
15935,Male,25,608,5
15936,Female,29,585,5
15937,Male,45,723,1
15938,Female,20,230,4
15939,Non-Binary,42,681,2
15940,Female,56,870,5
15941,Female,23,935,5
15942,Non-Binary,41,469,5
15943,Non-Binary,45,875,3
15944,Male,23,668,5
15945,Male,33,14,4
15946,Male,60,231,1
15947,Non-Binary,52,101,3
15948,Male,38,150,1
15949,Female,53,270,4
15950,Non-Binary,38,159,3
15951,Male,34,539,3
15952,Male,59,53,3
15953,Male,54,758,1
15954,Male,54,152,3
15955,Non-Binary,26,410,2
15956,Non-Binary,26,654,5
15957,Male,47,825,5
15958,Non-Binary,41,409,5
15959,Male,67,1,4
15960,Female,23,462,3
15961,Male,20,299,3
15962,Female,31,921,1
15963,Female,35,210,1
15964,Female,22,528,4
15965,Female,54,998,5
15966,Non-Binary,31,331,4
15967,Non-Binary,45,160,3
15968,Non-Binary,25,778,5
15969,Female,32,784,1
15970,Non-Binary,28,512,5
15971,Non-Binary,64,569,3
15972,Female,23,716,5
15973,Non-Binary,62,626,3
15974,Male,51,983,5
15975,Male,60,256,2
15976,Non-Binary,42,951,2
15977,Male,38,272,5
15978,Non-Binary,31,36,2
15979,Non-Binary,22,30,1
15980,Female,43,39,3
15981,Non-Binary,49,274,2
15982,Non-Binary,62,576,3
15983,Female,61,237,5
15984,Male,56,964,4
15985,Male,32,505,2
15986,Non-Binary,53,371,1
15987,Male,50,426,5
15988,Male,19,347,1
15989,Female,24,815,4
15990,Female,18,896,4
15991,Female,35,63,4
15992,Female,18,121,5
15993,Non-Binary,41,594,1
15994,Female,53,362,3
15995,Male,33,878,2
15996,Female,34,113,1
15997,Female,52,655,3
15998,Male,46,276,1
15999,Male,62,826,1
16000,Female,54,136,3
16001,Non-Binary,51,824,2
16002,Non-Binary,55,308,2
16003,Non-Binary,45,22,2
16004,Non-Binary,24,165,4
16005,Male,67,330,2
16006,Non-Binary,59,262,4
16007,Female,46,897,3
16008,Non-Binary,28,135,1
16009,Male,41,937,4
16010,Female,46,118,4
16011,Non-Binary,55,862,1
16012,Female,31,687,4
16013,Female,61,266,2
16014,Female,61,889,4
16015,Male,49,823,1
16016,Non-Binary,31,980,3
16017,Non-Binary,35,885,3
16018,Non-Binary,55,829,5
16019,Non-Binary,41,636,5
16020,Non-Binary,28,743,5
16021,Non-Binary,19,420,2
16022,Non-Binary,36,42,1
16023,Male,41,616,2
16024,Female,33,177,2
16025,Female,26,861,5
16026,Female,66,302,4
16027,Female,64,928,5
16028,Female,60,183,5
16029,Non-Binary,28,827,3
16030,Female,56,839,3
16031,Non-Binary,43,529,4
16032,Male,24,747,4
16033,Non-Binary,18,109,5
16034,Non-Binary,67,336,3
16035,Male,63,224,2
16036,Female,57,99,2
16037,Female,60,448,5
16038,Female,49,354,3
16039,Non-Binary,22,427,3
16040,Male,56,534,2
16041,Female,67,126,2
16042,Female,41,188,1
16043,Male,48,644,3
16044,Male,50,707,3
16045,Male,58,88,4
16046,Female,51,589,3
16047,Female,64,895,2
16048,Female,42,535,5
16049,Male,68,979,5
16050,Female,32,158,1
16051,Male,28,516,4
16052,Female,34,374,4
16053,Female,68,261,5
16054,Male,42,650,5
16055,Female,45,792,3
16056,Non-Binary,43,971,3
16057,Female,43,564,5
16058,Female,35,616,4
16059,Non-Binary,49,826,3
16060,Non-Binary,53,771,3
16061,Female,42,904,4
16062,Male,54,125,5
16063,Male,24,440,2
16064,Female,27,764,5
16065,Female,67,546,5
16066,Female,19,953,3
16067,Non-Binary,46,509,2
16068,Male,31,968,3
16069,Non-Binary,20,835,1
16070,Non-Binary,35,681,2
16071,Non-Binary,38,543,1
16072,Non-Binary,20,524,5
16073,Male,35,84,4
16074,Non-Binary,62,497,1
16075,Non-Binary,69,507,3
16076,Male,33,927,4
16077,Female,69,318,4
16078,Female,39,453,2
16079,Female,32,840,5
16080,Non-Binary,69,564,5
16081,Female,19,726,1
16082,Female,69,778,4
16083,Female,66,976,4
16084,Non-Binary,70,476,1
16085,Non-Binary,66,918,2
16086,Non-Binary,45,805,3
16087,Female,25,311,2
16088,Female,50,221,1
16089,Male,23,954,5
16090,Male,57,894,2
16091,Non-Binary,32,981,3
16092,Female,29,233,4
16093,Male,67,322,4
16094,Male,39,9,4
16095,Non-Binary,55,384,4
